rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,avg_extractiveness,avg_density
0.39171691830455235,0.1311570741814754,0.19929869426086713,0.8787174582481384,0.8458631753921508,0.8619237661361694,0.975330619160704,0.12120604410223365

bart


rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,avg_extractiveness,avg_density
0.4206995017215903,0.13720711352084286,0.1966967906623855,0.8688153982162475,0.8444515109062195,0.8563740968704223,0.9556397642397213,0.16360880861671875

led

rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,avg_extractiveness,avg_density
0.4086359219749783,0.13683371031125743,0.19308232648253448,0.8610756158828735,0.837912118434906,0.8492635130882263,0.9730385455339736,0.13506131990499387

pegasus


=== Combined Metrics (BART & LED) ===
MODEL  rouge1               rouge2               rougeL               bertscore_f1        avg_extractiveness  avg_density                             
bart   0.35189396976389276  0.1408570099216424   0.20187199895006935  0.8821154922246933  0.8408776849508286  0.8608874887228012  0.8993265149739059  0.13345962355609722
led    0.4264036671188368   0.16577638664824831  0.21900790558475713  0.8652988493442535  0.8544849991798401  0.8596918195486069  0.9294243288150167  0.20956651535292425
